id,type,name,native,aliases,region,countries,from_year,to_year,living,period,form,materials,worn,against,restricted,confidence,needs_verification,updated,url,blurb
salt,material,Salt,塩,blessed salt · shio · sodium chloride,japan rome-italy levant south-asia mesoamerica britain-ireland,JP IT IL IN MX GB,,,True,no floor this record can date; documented across the present,,,,witchcraft demons spirits evil-eye,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/material/salt/,"Sodium chloride, got by evaporating seawater in ponds, by mining rock salt, or from mineral springs. It preserves, it purifies, and it dissolves."
seed,material,Seed and nut,रुद्राक्ष,stone · pit · bead · ojo de venado · blueberry bead,south-asia himalaya-tibet island-sea mesoamerica china,IN NP ID MX CN,,,True,late-medieval Upanishads to the present,rosary,seed thread,neck wrist,evil-eye infertility bad-luck,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/material/seed/,"The hard inner stone of a fruit, dried, drilled and strung, or carried whole."
silver,material,Silver,,argentum · sterling,levant rome-italy britain-ireland maghreb north-america himalaya-tibet,IL SY IT GB US EG DZ CN,-629,,True,Iron Age Judah to the present,,,,evil-eye witchcraft demons,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/material/silver/,"A soft, white, very reflective metal that occurs native and is mostly recovered as a by-product of lead-zinc, copper and gold mining."
skin,material,Skin,สักยันต์,the tattooed charm · irezumi · sicanje · yantra tattoo,mainland-sea ancient-egypt nubia-sudan western-europe balkans south-asia island-sea,TH KH LA MM EG SD IT AT BA IN PH PK AF,-3350,,True,Predynastic Egypt to the present,tattoo,skin ink,skin upper-arm wrist chest head,weapons spirits illness childbirth witchcraft,True,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/material/skin/,The only amulet material a person cannot put down. Pigment is driven into the dermis — the layer of skin under the surface — where macrophages engulf it and hold it in a band just below the boundary between the two…
terracotta,material,Fired clay,,terracotta · earthenware · stoneware · glazed composition · baked clay,mesopotamia ancient-egypt greece-aegean rome-italy levant mainland-sea britain-ireland japan,IQ IR SY EG GR IT TH GB JP,-1999,,True,Middle Kingdom Egypt to the present,plaque,terracotta,neck wall foundation grave door,demons childbirth evil-eye curse,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/material/terracotta/,"Clay pressed into a mould or worked by hand, then fired until it stops being clay."
thread,material,Thread and cord,חוט השני,red string · yarn · cord · stitches,levant balkans japan china south-asia diaspora,IL BG MK RO MD AL GR JP CN IN,-201,,True,Han China to the present,,,,evil-eye illness weapons war,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/material/thread/,"The cheapest amulet material there is, and the only one whose meaning is carried by an action rather than by a shape."
tooth,material,"Tooth, tusk and claw",,tabua · whale tooth · wolf tooth · animal teeth,pacific rome-italy aotearoa balkans north-america,FJ TO US IT NZ,,,True,documented from the early nineteenth century; older in use,,,,evil-eye curse the-dead,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/material/tooth/,"A tooth worn as a charm is the one material that arrives already shaped, already pointed, and already the property of something that could bite."
turquoise,material,Turquoise,فیروزه,firuzeh · pirozah · chalchihuitl · callais,iran-persia ancient-egypt mesoamerica north-america himalaya-tibet china mongolia-steppe,IR EG MX US CN MN GR,-1499,,True,Bronze Age to the present,,,,illness bad-luck war,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/material/turquoise/,"A hydrous phosphate of copper and aluminium, opaque, sky-blue where copper dominates and green where iron replaces it."
wood,material,Wood,絵馬,timber · board · slate · kifuda · carved figure,japan britain-ireland west-africa central-africa mesoamerica north-america nordic,JP GB NG CM GH CD MX US NO SE FI,710,,True,Nara Japan to the present,plaque,wood ink,wall door neck cradle burnt,exams witchcraft spirits child-harm infertility witchcraft,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/material/wood/,"Cut, carved, split or planed. Wood is probably the commonest amulet material in the world and one of the rarest in a museum tray older than a few centuries, because it burns, rots, and in a great many traditions is…"
blessing-at-a-shrine,practice,Blessing at a shrine,,the shrine counter · having it blessed · taking it to the saint,world japan china mainland-sea island-sea mesoamerica andes rome-italy western-europe levant,JP TW TH PH MX BO IT FR CA ES,1336,,True,Medieval to the present,packet,paper wood cloth silver lead ink,neck pocket wall door vehicle shop,traffic bad-luck illness house drowning curse,True,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/practice/blessing-at-a-shrine/,"Taking an object to where the power is, rather than bringing the power to the object. The move has two directions and this record keeps them apart."
burning-retirement,practice,Burning at retirement,どんど焼き,Sagichō · daruma kuyō · ritual burning · o-takiage,japan korea himalaya-tibet britain-ireland western-europe,JP KR BT NP CN IE GB,1764,,True,documented in the modern period; the ceremonies are older than the dates cited here,folded-paper,paper wood cloth,burnt wall lintel,bad-luck spirits witchcraft,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/burning-retirement/,"Ending a charm in fire, on purpose and in public. Old talismans go back to the place that issued them and are burnt together at a set ceremony; wish-plaques are burnt to release the wish; worn prayer flags are burnt…"
burying,practice,Burying,,putting it in the ground · hiding it in the fabric of a house · spiritual midden,britain-ireland north-america western-europe greece-aegean rome-italy mesopotamia korea balkans,GB US BE IE GR IT IQ IR KR BG,1501,,True,early modern Europe to the present; far older in the Mediterranean and Mesopotamia,packet,glass terracotta lead iron leather,foundation hearth grave field,witchcraft curse demons spirits,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/burying/,"Putting a charm in the ground and leaving it. Under a hearth, at the far corner of a property, in the threshold, in a well, in a wall."
buying-in-a-market,practice,Buying one in a market,,acquiring a charm · the counter · the stall,world anatolia levant maghreb mainland-sea japan mesoamerica andes west-africa east-africa britain-ireland,TR EG MA TH JP MX BO PE PH ET GB IT,1382,,True,Medieval to the present,plaque,terracotta silver glass paper seed herb cloth,shop pocket neck,theft bad-luck poverty,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/practice/buying-in-a-market/,"Money changes hands and an object becomes yours. It is the ordinary route to a charm almost everywhere — a tray in a lane, a counter inside a temple gate, an aisle at the back of a municipal market, a stall in a…"
consecration,practice,Consecration,,charging · empowerment · blessing an object · phutthaphisek · abhiseka · batèms,world mainland-sea japan china south-asia himalaya-tibet central-africa west-africa caribbean western-europe,TH JP IN LK CN CD BJ HT IT VA NG,1200,,True,attested from the medieval period; older in every tradition's own account,plaque,terracotta paper copper wood,neck wall shop,bad-luck spirits illness,True,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/consecration/,The step that makes a made thing a charm. A clay tablet pressed in a temple yard is clay until somebody chants over it; a printed slip is paper until a shrine stamps and empowers it.
counting-beads,practice,Counting beads,,prayer beads · mala · misbaha · rosary · komboskini · japamala,world south-asia himalaya-tibet arabia-gulf rome-italy greece-aegean western-europe levant japan china,IN NP CN TH SA TR EG IT GR RU RS ES IR,201,,True,Late antique to the present,rosary,seed wood bone glass iron thread amber coral silver,wrist neck pocket hair,illness bad-luck,False,high,True,2026-09-17,https://nanobotco.github.io/amulet-atlas/practice/counting-beads/,"A string of a fixed number of beads or knots, run through the fingers so that the hand keeps count while the mouth says something."
feeding-the-charm,practice,Feeding the charm,,dressing a mojo · manje lwa · offerings to an object,north-america central-africa caribbean andes japan island-sea mongolia-steppe,US CD AO HT BO PE JP ID MN,1501,,True,sixteenth century to the present,figurine,wood iron cloth terracotta herb earth,shop wall hearth pocket,witchcraft poverty bad-luck house,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/feeding-the-charm/,"Giving the object something to consume. Liquor poured on a cloth bag, a lit cigarette in a plaster figure's mouth, rice and salt and water set out in front of a paper talisman, a nail driven into a carved figure…"
folding,practice,Folding,,rolling a charm · kenharai · sealing a packet,world levant japan mainland-sea rome-italy greece-aegean south-asia west-africa,IL PS JP TH IT GB GR IN PK SN,-599,,True,Iron Age to the present,folded-paper,paper parchment silver copper lead palm-leaf cloth,neck waist pocket wall grave,bad-luck curse house,True,medium,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/folding/,"The step after the writing: the sheet is rolled into a tube, folded into a packet, or creased into a shape, and then cased, sewn or sealed. From that point the text is inside and nobody reads it."
foundation-deposit,practice,Foundation deposit,,foundation peg · foundation figure · building deposit · spiritual midden,ancient-egypt mesopotamia levant britain-ireland north-america western-europe,EG IQ LB IR GB US DE AU CA,-2999,1964,False,Early Dynastic Mesopotamia to the twentieth century,figurine,copper terracotta leather glass faience silver,foundation hearth roof wall,house demons witchcraft infertility,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/foundation-deposit/,"Objects buried under a building, at the start of it, by people who did not expect anyone to see them again."
grave-deposit,practice,Grave deposit,,burial goods · amulets in the wrappings · grave goods,ancient-egypt levant china rome-italy greece-aegean aotearoa pacific north-america,EG IL PS CN IT GR NZ FJ US SD,-2685,,True,Old Kingdom Egypt onward,pendant,faience carnelian gold jade silver tooth lead,grave chest neck,the-dead illness spirits curse,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/grave-deposit/,"Amulets put into a burial — on the body, in the wrappings, in the chest cavity, in the hand, around the coffin."
hanging-at-door,practice,Hanging at the door,,fixing to the doorpost · over the lintel · on the barn,levant japan north-america britain-ireland western-europe rome-italy anatolia south-asia china,IL PS US JP IE GB IT DE TR IN PK CN,301,,True,Byzantine Levant to the present,door-piece,parchment iron wood paper silver terracotta,door lintel wall roof,house livestock spirits demons,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/hanging-at-door/,"Putting the charm on the way in. A parchment case screwed to a doorpost, a horseshoe nailed above a door, a woven cross in the rafters, a painted star on a barn, a paper talisman pasted at an entrance."
inheriting,practice,Inheriting,,handing on · pusaka · heirloom charm · taonga tuku iho,island-sea aotearoa pacific himalaya-tibet rome-italy australia,ID MY NZ FJ TO CN NP IT AU,1830,,True,nineteenth century to the present in the dated cases; older in each tradition's own account,pendant,iron jade tooth agate gold,waist neck grave,bad-luck infertility evil-eye,True,medium,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/inheriting/,A charm that passes from one person to the next and gathers weight as it goes. The object is the same object; what changes is that it now carries a line of people.
inscribing,practice,Inscribing,,writing a charm · ktav stam · yant · fulu · voces mysticae,world levant mesopotamia greece-aegean rome-italy china japan mainland-sea south-asia anatolia iran-persia,IL PS IQ IR GR IT GB CN JP TH KH LA TR IN,-599,,True,Iron Age to the present,scroll,lead parchment silver paper copper palm-leaf,neck upper-arm door grave foundation,demons curse weapons illness,True,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/inscribing/,"Writing the words that do the work. Lead scratched with a stylus, parchment ruled and lettered with a quill, silver foil punched with a blessing, metal foil incised with Khom Pali, paper painted with strokes nobody is…"
knotting,practice,Knotting,,tying · binding a thread · kroke · khutt hashani,world ancient-egypt balkans greece-aegean levant japan britain-ireland south-asia,EG BG MK RO MD GR AL IL JP IE IN CN,-1549,,True,Early Dynastic Egypt to the present,knot,thread cloth carnelian faience leather wood,wrist neck waist grave lintel,evil-eye illness weapons the-dead,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/knotting/,"Tying, as the whole of the charm. A knot needs no words, no metal and no kiln — two colours of wool twisted together, a leather strap knotted into the shape of a letter, a thousand stitches pulled tight by a thousand…"
renewing-yearly,practice,Renewing yearly,,annual replacement · tokowaka · jamasan · the year's charm,japan balkans island-sea britain-ireland levant himalaya-tibet,JP BG MK RO ID IE IL BT NP,1764,,True,Edo Japan to the present,folded-paper,paper wood thread iron,wall lintel wrist hearth,bad-luck illness house,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/renewing-yearly/,"A charm with an expiry date. The old one is taken down, returned, burnt, buried or tied to a tree, and a new one takes its place on a fixed day."
sewing-in,practice,Sewing in,,stitching a charm into cloth · quilting a hand in · lining a garment,west-africa north-america japan anatolia south-asia diaspora,SN ML US JP TR IN PK HT,1773,,True,eighteenth century to the present,packet,cloth leather paper hair coin herb,sewn-in chest waist pocket,witchcraft weapons bad-luck infertility,True,medium,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/sewing-in/,"Putting the charm inside the cloth rather than on a cord. A pouch is stitched shut over what it holds; coins and hair are sewn into a belt; a charm is quilted into a bedcover; a shirt is itself the charm, worn under…"
tattooing,practice,Tattooing,สักยันต์,sak yant · yantra tattooing · សាក់យ័ន្ត · ສັກຢັນ,mainland-sea island-sea ancient-egypt balkans east-africa andes pacific,TH KH LA MM PH ID EG BA ET PE NZ,-2499,,True,"prehistoric mainland Southeast Asia to the present; as yantra tattooing, from the ninth century",tattoo,ink skin,skin chest upper-arm head,weapons bad-luck spirits illness,True,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/tattooing/,"The charm put into the skin, where it cannot be dropped, stolen, sold or taken off."
washing-off-ink,practice,Washing off the ink,,drinking the writing · erasure water · swallowed charm,arabia-gulf west-africa east-africa island-sea south-asia,SA EG SN NG ET PH IN PK,,,True,documented in modern Islamic legal and ethnographic writing; the practice is older than any date cited here,scroll,ink paper wood earth,swallowed,illness witchcraft bad-luck,True,low,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/washing-off-ink/,"The charm written and then destroyed on purpose, so that a person can take it. Words are written inside a bowl, water is poured in, the writing comes off into the water, and the water is drunk."
wearing-hidden,practice,Wearing hidden,,carrying concealed · under the shirt · next to the skin,north-america mainland-sea western-europe japan australia diaspora,US TH IT VA JP AU HT,1281,,True,medieval Europe to the present,packet,cloth leather copper silver paper,chest sewn-in pocket waist skin,witchcraft bad-luck weapons,True,medium,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/practice/wearing-hidden/,"The rule that a charm is not to be seen. Hoodoo mojo bags are made for one person and kept on that person, out of sight: men in a trouser pocket, women clipped to the bra, either pinned to clothing below the waist."
akodessewa-market,place,Akodessawa fetish market,Marché des Féticheurs,Akodessewa market · Marché d'Akodessewa · Lomé fetish market,west-africa,TG,,,False,,,,,,True,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/akodessewa-market/,"A supply market in the Akodessawa district of Lomé, Togo, for the materials used in Vodun practice. The stock is animal: monkey heads, skulls, dried birds, crocodiles, skins."
barkhor-lhasa,place,The Barkhor,བར་སྐོར་,Barkhor Street · Bakuo · Pargor,himalaya-tibet,CN,600,,True,Tibetan imperial to the present,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/barkhor-lhasa/,"A ring of street about a kilometre round, circling the Jokhang temple in the old city of Lhasa. It is at once the city's commercial centre and a circuit walked as devotion."
british-museum-room-1,place,"Room 1: Enlightenment, the British Museum",,The Enlightenment Gallery · The King's Library · BM Room 1,britain-ireland world,GB,1753,,True,"Georgian room, present display",,,,,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/place/british-museum-room-1/,"One long room off the Great Court, lined with tall wall presses and galleried in dark wood."
fushimi-inari,place,Fushimi Inari-taisha,伏見稲荷大社,Fushimi Inari Shrine · Oinari-san,japan,JP,711,,True,Nara to the present,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/fushimi-inari/,"The head shrine of Inari, at the foot of a 233-metre mountain in Fushimi-ku, Kyoto."
grand-bazaar,place,The Grand Bazaar,Kapalıçarşı,"Kapalicarsi · Büyük Çarşı · Covered Market, Istanbul",anatolia balkans,TR,1455,,True,Ottoman to the present,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/grand-bazaar/,"A roofed market of 61 streets and more than 4,000 shops on 30,700 square metres in the walled city of Istanbul, between the Beyazit and Nuruosmaniye mosques."
insadong,place,Insa-dong,인사동,Insadong · Mary's Alley,korea,KR,1910,,True,Japanese colonial period to the present,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/insadong/,"A neighbourhood of Jongno District, Seoul, 12.7 hectares of galleries, antique shops, paper and brush shops and tea houses along Insadong-gil and the alleys off it."
kathmandu-thamel,place,Thamel,ठमेल,"Tha Bahi · Thamel, Kathmandu",himalaya-tibet south-asia,NP,1970,,True,modern,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/kathmandu-thamel/,"A commercial neighbourhood of narrow alleys in Kathmandu, about 1.4 kilometres north of Durbar Square. Shops run wall to wall: trekking gear, handicrafts, woollens, music, groceries, guest houses."
khan-el-khalili,place,Khan el-Khalili,خان الخليلي,Khan al-Khalili · the Cairo bazaar,ancient-egypt arabia-gulf,EG,1382,,True,Burji Mamluk to the present,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/khan-el-khalili/,"Cairo's bazaar quarter, in the medieval city between al-Muizz Street, al-Muski Street and the mosque and shrine of al-Hussein."
marrakesh-souk,place,The Marrakesh souk,أسواق مراكش,Souks of Marrakesh · Marrakech souks,maghreb,MA,1070,,True,Almoravid to the present,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/marrakesh-souk/,"The market streets of the Marrakesh medina, running north from the square called Jemaa el-Fnaa into the old city."
mercado-de-las-brujas-la-paz,place,El Mercado de las Brujas,El Mercado de las Brujas,"La Hechicería · The Witches' Market, La Paz",andes,BO,,,True,"modern, on older ground",,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/mercado-de-las-brujas-la-paz/,"A run of stalls on Calle Linares in the El Rosario neighbourhood of La Paz, spilling into Jiménez, Santa Cruz and Illampu."
mercado-de-las-brujas-lima,place,Mercado de Brujas de Gamarra,Mercado de Brujas de Gamarra,"Mercado de las Brujas, Lima · the Lima witches' market",andes,PE,,,True,modern,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/mercado-de-las-brujas-lima/,"A row of esoteric stalls inside the Gamarra clothing district of La Victoria, Lima, along Avenida Aviación."
mercado-de-sonora,place,Mercado de Sonora,Mercado de Sonora,Sonora Market · the Sonora witchcraft market,mesoamerica north-america,MX,1957,,True,modern,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/mercado-de-sonora/,"A municipal covered market in Colonia Merced Balbuena, southeast of Mexico City's historic centre: one long metal nave, narrow aisles, traders grouped by what they sell."
merkato-addis,place,Merkato,መርካቶ,Addis Mercato · Addis Merkato,east-africa,ET,1936,,True,Italian occupation to the present,,,,,False,low,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/merkato-addis/,"An open-air market covering several square miles of the Addis Ketema district of Addis Ababa, and the name of the neighbourhood it fills. An estimated 13,000 people work in about 7,100 business entities."
met-egyptian-galleries,place,"The Egyptian galleries, the Metropolitan Museum of Art",,Met Egyptian Art · Department of Egyptian Art,north-america ancient-egypt,US,1870,,True,collection from 1870; excavations 1906–1941,,,,,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/place/met-egyptian-galleries/,"A chain of rooms along the museum's north side, running from the predynastic material through to Roman Egypt and ending at the Temple of Dendur in its glass hall."
monastiraki,place,Monastiraki,Μοναστηράκι,Monastiraki flea market · Monastiraki Square,greece-aegean,GR,,,False,,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/monastiraki/,"A flea-market neighbourhood in the old town of Athens, built round Monastiraki Square and running along Pandrossou and Adrianou streets."
pitt-rivers-charms,place,"The amulet and charm cases, Pitt Rivers Museum",,"Amulets and Charms, Pitt Rivers · Cases C26A–C31B",britain-ireland world,GB,1884,,True,1884 to now; the amulet block from 1931 and 1985,,,,,False,medium,True,2026-09-17,https://nanobotco.github.io/amulet-atlas/place/pitt-rivers-charms/,"Eight glass-topped cases on the Court, the ground floor of the museum, with deep drawers under them."
quiapo-church,place,Quiapo Church,Basilika Menor at Pambansang Dambana ni Jesus Nazareno,Minor Basilica and National Shrine of Jesus Nazareno · Simbahan ng Quiapo · Parish of Saint John the Baptist,island-sea,PH,1588,,True,Spanish colonial to the present,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/quiapo-church/,"A Catholic basilica in the Quiapo district of Manila, housing the Jesús Nazareno, a dark statue of Christ carrying the cross."
san-gregorio-armeno,place,Via San Gregorio Armeno,Via San Gregorio Armeno,the crib-makers' street · Naples nativity street,rome-italy,IT,-299,,True,Greek Neapolis to the present,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/san-gregorio-armeno/,"A narrow street in the old centre of Naples, lined with workshops that make figures for the presepe, the Neapolitan nativity scene."
senso-ji,place,Sensō-ji,浅草寺,Asakusa Kannon · Kinryū-zan Sensō-ji,japan,JP,628,,True,Asuka to the present,,,,,True,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/senso-ji/,"Tokyo's oldest-established Buddhist temple, in Asakusa, dedicated to Kannon, the bodhisattva of compassion."
te-papa-taonga,place,"Mana Whenua, Te Papa",Mana Whenua,"Taonga Māori at Te Papa · Level 4, Te Papa",aotearoa pacific,NZ,1998,,True,museum from 1992; taonga from seven centuries,,,,,True,high,True,2026-09-17,https://nanobotco.github.io/amulet-atlas/place/te-papa-taonga/,"Te Papa's permanent Māori exhibition, on Level 4 of the Wellington waterfront building."
tha-phrachan,place,Tha Phrachan amulet market,ตลาดพระเครื่องท่าพระจันทร์,"Tha Phra Chan market · Amulet Market, Bangkok",mainland-sea,TH,,,False,,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/place/tha-phrachan/,"Bangkok's main amulet market, running in the lanes beside Thammasat University and the Chao Phraya river pier of the same name."
wellcome-lovett,place,The Lovett charms at Wellcome Collection,,"Lovett Collection, Wellcome · Charmed Life",britain-ireland,GB,1916,,True,1916 to now,,,,,False,medium,True,2026-09-17,https://nanobotco.github.io/amulet-atlas/place/wellcome-lovett/,"An address rather than a room. Walk into 183 Euston Road today and there is no case of Edward Lovett's London charms to look at: the permanent show of Henry Wellcome's own collecting, Medicine Man, closed for good on 27…"
alan-dundes,person,Alan Dundes,,,north-america world,US,1934,2005,False,Twentieth century,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/alan-dundes/,"American folklorist, 1934–2005, who taught at the University of California, Berkeley for forty-two years."
augustus-pitt-rivers,person,Augustus Pitt Rivers,,Augustus Henry Lane Fox Pitt Rivers · Augustus Henry Lane-Fox · Lieutenant-General Pitt Rivers,britain-ireland world,GB,1827,1900,False,Victorian,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/augustus-pitt-rivers/,"English soldier and archaeologist, 1827–1900, who arranged objects by what they are for rather than by where they came from."
campbell-bonner,person,Campbell Bonner,,,ancient-egypt greece-aegean levant north-america,US EG GR,1876,1954,False,Twentieth century,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/campbell-bonner/,"American classicist, 1876–1954, of the University of Michigan, who wrote the book that made carved magical gems a subject with a method."
christopher-faraone,person,Christopher A. Faraone,,Christopher Faraone,greece-aegean rome-italy ancient-egypt north-america,US GR IT,1955,,True,Living,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/christopher-faraone/,"American classicist, born 1955, Edward Olson Distinguished Service Professor in Classics at the University of Chicago."
edward-lovett,person,Edward Lovett,,,britain-ireland western-europe,GB BE NL,1852,1933,False,Victorian to interwar,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/edward-lovett/,"English folklorist, July 1852 – 1933, who collected charms off London streets while working as a chief cashier at a bank in the City."
flinders-petrie,person,Flinders Petrie,,William Matthew Flinders Petrie · Sir Flinders Petrie · W. M. F. Petrie,ancient-egypt levant britain-ireland,EG GB IL PS,1853,1942,False,Victorian and early twentieth century,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/flinders-petrie/,"English Egyptologist, 1853–1942, who dug Egypt for half a century and sorted what came out of it."
frederick-elworthy,person,Frederick Thomas Elworthy,,F. T. Elworthy,britain-ireland rome-italy iberia western-europe,GB IT ES,1830,1907,False,Victorian,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/frederick-elworthy/,"English philologist and antiquary, 1830–1907, of Wellington in Somerset."
joseph-naveh,person,Joseph Naveh,,,levant mesopotamia,IL IQ IR,1928,2011,False,Twentieth century,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/joseph-naveh/,"Israeli epigrapher and palaeographer, 1928–2011, who read the writing on the amulets."
shaul-shaked,person,Shaul Shaked,שאול שקד,,levant mesopotamia iran-persia,IL IQ IR,1933,2021,False,Twentieth to twenty-first century,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/shaul-shaked/,"Israeli Iranist and philologist, 1933–2021, of the Hebrew University of Jerusalem."
siegfried-seligmann,person,Siegfried Seligmann,,,western-europe rome-italy greece-aegean levant,DE,1870,1926,False,Wilhelmine and Weimar Germany,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/siegfried-seligmann/,"German ophthalmologist and independent scholar, 1870–1926, who wrote the largest survey of the evil eye anybody has attempted."
wallis-budge,person,E. A. Wallis Budge,,Sir Ernest Alfred Thompson Wallis Budge · Ernest Alfred Wallis Budge · Wallis Budge,ancient-egypt mesopotamia nubia-sudan britain-ireland east-africa,EG IQ SD GB ET,1857,1934,False,Victorian and early twentieth century,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/wallis-budge/,"English Egyptologist and Orientalist, 1857–1934, Keeper of Egyptian and Assyrian Antiquities at the British Museum from 1894 to 1924."
walter-hildburgh,person,Walter Leo Hildburgh,,W. L. Hildburgh,britain-ireland iberia western-europe south-asia japan,GB US ES,1876,1955,False,Twentieth century,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/person/walter-hildburgh/,"American collector and art historian, 1876–1955, who bought amulets in vast numbers across Europe, Asia and the Middle East and then wrote about them."
aiatsis,org,Australian Institute of Aboriginal and Torres Strait Islander Studies,,AIATSIS · Australian Institute of Aboriginal Studies · AIAS,australia,AU,1964,,True,1964 to now,,,,,True,high,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/org/aiatsis/,"Australian Government statutory authority in Canberra, founded in 1964 as the Australian Institute of Aboriginal Studies and renamed under the AIATSIS Act 1989."
british-museum,org,The British Museum,,BM,britain-ireland,GB,1753,,True,Georgian to now,,,,,False,high,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/org/british-museum/,"London museum of human history, founded by act of parliament in 1753 and open to the public since 15 January 1759. It was the world's first public national museum and charges no admission except for loan exhibitions."
metropolitan-museum,org,The Metropolitan Museum of Art,,the Met · Metropolitan Museum,north-america,US,1870,,True,1870 to now,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/org/metropolitan-museum/,"New York museum founded in 1870, holding about 1.5 million works across seventeen curatorial departments."
nagpra,org,The Native American Graves Protection and Repatriation Act,,NAGPRA · Pub. L. 101–601,north-america,US,1990,,True,1990 to now,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/org/nagpra/,"United States federal law, Pub. L. 101–601, enacted on 16 November 1990."
pitt-rivers-museum,org,The Pitt Rivers Museum,,PRM,britain-ireland world,GB,1884,,True,1884 to now,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/org/pitt-rivers-museum/,"Oxford museum of archaeology and anthropology, founded in 1884 on Augustus Pitt Rivers' gift of about 22,000 objects and now holding more than 600,000."
quai-branly,org,Musée du quai Branly — Jacques Chirac,Musée du quai Branly — Jacques Chirac,Quai Branly · MQB,western-europe west-africa central-africa pacific island-sea,FR,2006,,True,2006 to now,,,,,False,high,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/org/quai-branly/,"Paris museum of the arts and cultures of Africa, Asia, Oceania and the Americas, opened to the public on 23 June 2006 in a Jean Nouvel building beside the Seine."
